Dataset,Model,AUC_mean,AUPRC_mean,Accuracy_mean,F1_mean,GMean_mean,IBA_mean,Kappa_mean,MCC_mean,Precision_mean,Recall_mean,Runtime_mean
autos,soup,22.0,19.0,25.0,22.0,17.0,23.0,24.0,24.0,22.0,23.0,13.0
balance,DEAHS,6.0,6.0,6.5,13.0,23.0,8.0,8.0,8.0,22.0,9.0,28.0
balance,DeepSMOTE,22.0,16.0,9.5,15.0,17.0,11.0,10.0,10.0,23.0,11.0,16.0
balance,SPE,5.0,5.0,27.0,5.0,4.0,7.0,27.0,26.0,4.0,4.0,26.0
balance,adaboost_ad,7.0,25.0,26.0,26.0,7.0,27.0,26.0,27.0,7.0,25.0,6.0
balance,amcs,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0
balance,des_mi,9.0,20.0,23.0,11.0,8.0,22.0,22.0,22.0,8.0,19.0,3.0
balance,dpse,28.0,28.0,22.0,17.0,10.0,23.0,23.0,23.0,10.0,20.0,2.0
balance,drcw_aseg,27.0,23.0,17.0,10.0,16.0,18.0,17.0,17.0,14.0,17.0,5.0
balance,e_evrs,25.0,27.0,24.0,24.0,13.0,25.0,24.0,24.0,12.0,26.0,18.0
balance,easy_bpnn,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,24.0
balance,evinci,24.0,21.0,9.5,23.0,25.0,10.0,14.0,11.0,27.0,14.0,23.0
balance,glos,12.0,7.0,12.5,9.0,19.0,14.0,12.0,13.0,16.0,13.0,9.0
balance,mc_ccr,11.0,11.0,11.0,19.0,26.0,13.0,11.0,12.0,26.0,16.0,8.0
balance,mc_evhs,23.0,22.0,19.0,25.0,14.0,20.0,20.0,20.0,19.0,23.0,11.0
balance,mc_nro,21.0,15.0,2.5,20.0,20.0,4.0,4.0,4.0,28.0,7.0,20.0
balance,mc_rbo,17.0,12.0,8.0,14.0,24.0,12.0,9.0,9.0,20.0,12.0,25.0
balance,mdo,18.0,10.0,2.5,7.0,21.0,5.0,3.0,3.0,18.0,6.0,10.0
balance,multirandbal,16.0,19.0,20.0,21.0,15.0,21.0,19.0,19.0,13.0,24.0,4.0
balance,nromm,14.0,8.0,6.5,8.0,22.0,9.0,7.0,7.0,17.0,10.0,12.0
balance,ocsv_us,26.0,26.0,28.0,28.0,5.0,28.0,28.0,28.0,11.0,28.0,22.0
balance,orem_m,15.0,14.0,16.0,22.0,28.0,17.0,16.0,16.0,24.0,21.0,13.0
balance,oremboost,3.0,4.0,5.0,4.0,6.0,6.0,5.0,6.0,5.0,5.0,19.0
balance,pt_bagging,8.0,9.0,15.0,12.0,18.0,16.0,15.0,15.0,15.0,15.0,1.0
balance,s_smote,4.0,3.0,14.0,3.0,3.0,3.0,6.0,5.0,3.0,3.0,17.0
balance,scut,20.0,24.0,25.0,27.0,11.0,26.0,25.0,25.0,25.0,27.0,21.0
balance,shsampler,10.0,17.0,18.0,6.0,9.0,19.0,18.0,18.0,6.0,8.0,7.0
balance,smom,19.0,13.0,12.5,18.0,27.0,15.0,13.0,14.0,21.0,18.0,14.0
balance,soup,13.0,18.0,21.0,16.0,12.0,24.0,21.0,21.0,9.0,22.0,15.0
car-good,DBCF,22.0,24.0,19.0,18.0,17.0,17.0,18.0,20.0,20.0,17.0,26.0
car-good,DEAHS,11.0,13.0,25.0,24.0,5.0,5.0,24.0,24.0,24.0,5.0,28.0
car-good,DeepSMOTE,21.0,16.0,18.0,20.0,26.0,26.0,20.0,18.0,2.0,26.0,18.0
car-good,SPE,1.0,1.0,22.0,21.0,1.0,1.0,21.0,21.0,23.0,1.0,24.0
car-good,adaboost_ad,25.0,26.0,26.0,25.0,6.0,7.0,25.0,25.0,25.0,7.0,9.0
car-good,amcs,28.0,28.0,24.0,27.0,29.0,28.0,29.0,29.0,29.0,29.0,25.0
car-good,des_mi,20.0,23.0,21.0,19.0,12.0,14.0,19.0,19.0,21.0,13.0,4.0
car-good,dpse,23.0,14.0,7.0,6.0,13.0,11.0,6.0,6.0,16.0,12.0,3.0
car-good,drcw_aseg,2.0,2.0,2.0,2.0,8.0,8.0,2.0,2.0,10.0,8.0,2.0
car-good,e_evrs,24.0,22.0,10.0,11.0,19.0,20.0,11.0,11.0,8.0,18.0,19.0
car-good,easy_bpnn,29.0,29.0,29.0,29.0,28.0,29.0,28.0,28.0,28.0,28.0,13.0
car-good,evinci,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,14.0,3.0,23.0
car-good,glos,17.0,9.0,5.0,8.0,15.0,15.0,8.0,8.0,5.0,15.0,6.0
car-good,mc_ccr,6.0,8.0,14.0,16.0,23.0,23.0,16.0,16.0,6.0,23.0,8.0
car-good,mc_evhs,18.0,18.0,12.0,13.0,16.0,16.0,13.0,14.0,13.0,16.0,12.0
car-good,mc_nro,15.0,15.0,13.0,15.0,22.0,21.0,15.0,15.0,3.0,22.0,29.0
car-good,mc_rbo,7.0,6.0,9.0,10.0,20.0,18.0,10.0,10.0,4.0,19.0,27.0
car-good,mdo,8.0,7.0,15.0,17.0,25.0,25.0,17.0,17.0,1.0,25.0,11.0
car-good,multirandbal,9.0,11.0,8.0,7.0,9.0,9.0,7.0,7.0,17.0,9.0,5.0
car-good,nromm,16.0,20.0,20.0,23.0,27.0,27.0,23.0,23.0,12.0,27.0,14.0
car-good,ocsv_us,27.0,27.0,28.0,28.0,24.0,24.0,27.0,27.0,27.0,24.0,20.0
car-good,orem_m,5.0,5.0,1.0,1.0,7.0,6.0,1.0,1.0,7.0,6.0,10.0
car-good,oremboost,19.0,21.0,23.0,22.0,4.0,4.0,22.0,22.0,22.0,4.0,17.0
car-good,pt_bagging,3.0,3.0,4.0,4.0,11.0,12.0,4.0,4.0,11.0,11.0,1.0
car-good,s_smote,26.0,25.0,27.0,26.0,18.0,22.0,26.0,26.0,26.0,21.0,21.0
car-good,scut,12.0,17.0,6.0,5.0,14.0,13.0,5.0,5.0,15.0,14.0,16.0
car-good,shsampler,13.0,19.0,17.0,12.0,10.0,10.0,12.0,12.0,18.0,10.0,7.0
car-good,smom,10.0,10.0,11.0,14.0,21.0,19.0,14.0,13.0,9.0,20.0,15.0
car-good,soup,14.0,12.0,16.0,9.0,2.0,2.0,9.0,9.0,19.0,2.0,22.0
car-vgood,DBCF,18.0,20.0,16.0,15.0,18.0,18.0,15.0,15.0,16.0,18.0,26.0
car-vgood,DEAHS,15.0,16.0,24.0,24.0,6.0,7.0,24.0,24.0,24.0,6.0,28.0
car-vgood,DeepSMOTE,11.0,12.0,14.0,17.0,26.0,26.0,17.0,17.0,4.0,26.0,19.0
car-vgood,SPE,4.0,4.0,17.0,16.0,2.0,2.0,16.0,16.0,19.0,2.0,24.0
car-vgood,adaboost_ad,25.0,25.0,27.0,25.0,23.0,23.0,25.0,25.0,26.0,23.0,9.0
car-vgood,amcs,28.0,29.0,25.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,25.0
car-vgood,des_mi,10.0,15.0,12.0,11.0,1.0,1.0,11.0,11.0,15.0,1.0,4.0
car-vgood,dpse,23.0,14.0,4.0,4.0,16.0,13.0,4.0,4.0,6.0,15.0,3.0
car-vgood,drcw_aseg,6.5,7.5,2.0,2.5,13.5,14.5,2.5,2.5,1.5,13.5,2.0
car-vgood,e_evrs,24.0,24.0,19.0,20.0,22.0,22.0,20.0,21.0,17.0,22.0,17.0
car-vgood,easy_bpnn,27.0,28.0,28.0,27.0,25.0,25.0,27.0,26.0,27.0,25.0,15.0
car-vgood,evinci,6.5,7.5,11.0,12.0,10.0,10.0,12.0,12.0,14.0,10.0,21.0
car-vgood,glos,12.0,11.0,7.5,7.0,9.0,8.0,7.0,7.0,10.0,8.5,7.0
car-vgood,mc_ccr,1.0,1.5,6.0,6.0,19.0,20.0,6.0,6.0,3.0,19.0,8.0
car-vgood,mc_evhs,21.0,23.0,22.0,22.0,12.0,12.0,22.0,22.0,21.0,12.0,12.0
car-vgood,mc_nro,17.0,18.0,15.0,14.0,21.0,21.0,14.0,14.0,13.0,21.0,29.0
car-vgood,mc_rbo,3.0,3.0,2.0,1.0,7.0,6.0,1.0,1.0,5.0,7.0,27.0
car-vgood,mdo,13.0,10.0,9.0,9.0,20.0,19.0,9.0,9.0,7.0,20.0,10.0
car-vgood,multirandbal,6.5,5.5,10.0,10.0,17.0,17.0,10.0,10.0,12.0,17.0,5.0
car-vgood,nromm,14.0,13.0,13.0,13.0,24.0,24.0,13.0,13.0,8.0,24.0,14.0
car-vgood,ocsv_us,26.0,26.0,29.0,28.0,27.0,27.0,28.0,27.0,28.0,27.0,18.0
car-vgood,orem_m,2.0,1.5,7.5,8.0,8.0,9.0,8.0,8.0,11.0,8.5,11.0
car-vgood,oremboost,19.0,19.0,23.0,23.0,11.0,11.0,23.0,23.0,23.0,11.0,13.0
car-vgood,pt_bagging,6.5,5.5,2.0,2.5,13.5,14.5,2.5,2.5,1.5,13.5,1.0
car-vgood,s_smote,29.0,27.0,26.0,26.0,28.0,28.0,26.0,28.0,25.0,28.0,22.0
car-vgood,scut,16.0,17.0,20.0,19.0,5.0,5.0,18.0,18.0,18.0,5.0,20.0
car-vgood,shsampler,20.0,21.0,21.0,21.0,4.0,4.0,21.0,20.0,22.0,4.0,6.0
car-vgood,smom,9.0,9.0,5.0,5.0,15.0,16.0,5.0,5.0,9.0,16.0,16.0
car-vgood,soup,22.0,22.0,18.0,18.0,3.0,3.0,19.0,19.0,20.0,3.0,23.0
cleveland-0_vs_4,DBCF,1.0,3.0,12.0,13.0,16.0,11.0,13.0,13.0,9.0,13.5,26.0
cleveland-0_vs_4,DEAHS,12.0,16.0,24.0,10.0,2.0,2.0,9.0,8.0,21.0,2.0,29.0
cleveland-0_vs_4,DeepSMOTE,21.0,21.0,8.0,19.0,23.0,26.0,19.0,15.0,6.0,26.0,18.0
cleveland-0_vs_4,SPE,5.0,1.0,27.0,17.0,3.0,4.0,16.0,14.0,24.0,3.0,27.0
cleveland-0_vs_4,adaboost_ad,26.0,29.0,28.0,25.0,6.0,13.0,24.0,22.0,27.0,7.0,5.0
cleveland-0_vs_4,amcs,25.0,17.0,18.0,5.0,9.0,12.0,6.0,7.0,11.0,9.0,3.0
cleveland-0_vs_4,des_mi,23.0,19.5,25.0,24.0,11.0,15.0,25.0,25.0,28.0,15.0,8.0
cleveland-0_vs_4,dpse,27.0,27.0,22.0,29.0,28.0,28.0,29.0,28.0,25.0,29.0,2.0
cleveland-0_vs_4,drcw_aseg,22.0,24.0,16.0,14.0,17.0,18.0,15.0,16.0,17.0,16.5,4.0
cleveland-0_vs_4,e_evrs,29.0,28.0,26.0,28.0,25.0,27.0,28.0,29.0,29.0,24.0,17.0
cleveland-0_vs_4,easy_bpnn,2.0,9.0,23.0,6.0,1.0,1.0,4.0,4.0,20.0,1.0,20.0
cleveland-0_vs_4,evinci,8.0,14.0,15.0,16.0,18.0,16.0,17.0,19.0,19.0,16.5,25.0
cleveland-0_vs_4,glos,7.0,10.0,14.0,23.0,29.0,25.0,23.0,23.0,14.0,28.0,11.0
cleveland-0_vs_4,mc_ccr,16.0,6.0,2.0,4.0,12.0,7.0,5.0,5.0,2.0,10.0,6.0
cleveland-0_vs_4,mc_evhs,19.0,18.0,5.5,2.0,4.0,3.0,2.0,2.0,10.0,4.0,13.0
cleveland-0_vs_4,mc_nro,10.0,13.0,19.0,26.0,27.0,24.0,26.0,26.0,23.0,27.0,21.0
cleveland-0_vs_4,mc_rbo,17.0,12.0,8.0,12.0,21.0,19.0,12.0,12.0,3.0,20.0,19.0
cleveland-0_vs_4,mdo,14.0,11.0,8.0,11.0,14.0,10.0,11.0,11.0,7.0,12.0,12.0
cleveland-0_vs_4,multirandbal,24.0,22.0,21.0,7.0,7.0,9.0,8.0,9.0,16.0,6.0,10.0
cleveland-0_vs_4,nromm,4.0,5.0,4.0,21.0,26.0,17.0,21.0,21.0,13.0,25.0,15.0
cleveland-0_vs_4,ocsv_us,28.0,26.0,29.0,27.0,15.0,29.0,27.0,27.0,26.0,19.0,24.0
cleveland-0_vs_4,orem_m,13.0,8.0,1.0,1.0,8.0,5.0,1.0,1.0,1.0,8.0,9.0
cleveland-0_vs_4,oremboost,3.0,2.0,12.0,20.0,22.0,21.0,20.0,18.0,12.0,21.5,22.0
cleveland-0_vs_4,pt_bagging,20.0,19.5,10.0,18.0,20.0,23.0,18.0,20.0,15.0,21.5,1.0
cleveland-0_vs_4,s_smote,18.0,25.0,20.0,22.0,24.0,22.0,22.0,24.0,22.0,23.0,23.0
cleveland-0_vs_4,scut,9.0,15.0,12.0,9.0,10.0,14.0,10.0,10.0,5.0,13.5,28.0
cleveland-0_vs_4,shsampler,11.0,4.0,5.5,3.0,5.0,6.0,3.0,3.0,8.0,5.0,7.0
cleveland-0_vs_4,smom,6.0,7.0,3.0,8.0,13.0,8.0,7.0,6.0,4.0,11.0,16.0
cleveland-0_vs_4,soup,15.0,23.0,17.0,15.0,19.0,20.0,14.0,17.0,18.0,18.0,14.0
contraceptive,DBCF,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,26.0
contraceptive,DEAHS,8.0,7.0,5.0,7.0,6.0,9.0,8.0,8.0,8.0,8.0,29.0
contraceptive,DeepSMOTE,17.0,16.0,18.0,22.0,24.0,23.0,22.0,24.0,25.0,25.0,16.0
contraceptive,SPE,5.0,4.0,9.0,6.0,3.0,7.0,6.0,7.0,7.0,5.0,23.0
contraceptive,adaboost_ad,26.0,26.0,26.0,26.0,26.0,27.0,27.0,27.0,28.0,27.0,10.0
contraceptive,amcs,2.0,2.0,2.0,4.0,7.0,3.0,4.0,3.0,1.0,6.0,28.0
contraceptive,des_mi,25.0,25.0,25.0,23.0,11.0,21.0,24.0,20.0,14.0,12.0,2.0
contraceptive,dpse,29.0,29.0,27.0,28.0,28.0,28.0,28.0,28.0,29.0,28.0,6.0
contraceptive,drcw_aseg,16.0,8.0,7.0,11.0,21.0,12.0,10.0,10.0,11.0,13.0,8.0
contraceptive,e_evrs,27.0,28.0,23.0,25.0,25.0,25.0,25.0,26.0,27.0,26.0,20.0
contraceptive,easy_bpnn,6.0,6.0,11.0,5.0,2.0,5.0,5.0,6.0,6.0,3.0,25.0
contraceptive,evinci,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,22.0
contraceptive,glos,14.0,18.0,17.0,19.0,22.0,22.0,19.0,21.0,21.0,23.0,4.0
contraceptive,mc_ccr,19.0,13.0,10.0,10.0,10.0,14.0,11.0,11.0,13.0,11.0,5.0
contraceptive,mc_evhs,22.0,22.0,20.0,14.0,12.0,20.0,15.0,14.0,16.0,14.0,11.0
contraceptive,mc_nro,9.0,10.0,6.0,8.0,9.0,6.0,7.0,5.0,3.0,7.0,15.0
contraceptive,mc_rbo,10.0,9.0,12.5,12.0,13.0,15.0,13.0,13.0,15.0,15.0,24.0
contraceptive,mdo,18.0,19.0,14.0,18.0,23.0,17.0,18.0,18.0,19.0,22.0,7.0
contraceptive,multirandbal,21.0,21.0,12.5,9.0,8.0,11.0,9.0,9.0,10.0,9.0,9.0
contraceptive,nromm,15.0,11.0,15.0,15.0,18.0,16.0,17.0,19.0,17.0,18.0,14.0
contraceptive,ocsv_us,28.0,27.0,29.0,29.0,29.0,29.0,29.0,29.0,26.0,29.0,18.0
contraceptive,orem_m,13.0,17.0,19.0,17.0,14.0,19.0,16.0,17.0,20.0,17.0,13.0
contraceptive,oremboost,3.0,5.0,3.0,2.0,5.0,2.0,2.0,2.0,4.0,2.0,21.0
contraceptive,pt_bagging,7.0,14.0,8.0,13.0,20.0,13.0,12.0,12.0,12.0,16.0,1.0
contraceptive,s_smote,23.0,24.0,28.0,27.0,27.0,8.0,26.0,25.0,9.0,20.0,19.0
contraceptive,scut,24.0,23.0,24.0,24.0,16.0,10.0,20.0,16.0,24.0,10.0,27.0
contraceptive,shsampler,12.0,15.0,22.0,20.0,15.0,24.0,23.0,23.0,23.0,21.0,3.0
contraceptive,smom,11.0,12.0,16.0,16.0,19.0,18.0,14.0,15.0,18.0,19.0,12.0
contraceptive,soup,20.0,20.0,21.0,21.0,17.0,26.0,21.0,22.0,22.0,24.0,17.0
dermatology,DBCF,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0
dermatology,DEAHS,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,29.0
dermatology,DeepSMOTE,14.0,17.0,12.0,14.0,11.0,11.0,12.0,12.0,12.0,11.0,15.0
dermatology,SPE,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,24.0
dermatology,adaboost_ad,25.0,25.0,24.0,21.0,21.0,21.0,23.0,23.0,23.0,21.0,4.0
dermatology,amcs,18.0,18.0,26.0,25.0,24.0,25.0,26.0,26.0,26.0,25.0,27.0
dermatology,des_mi,23.0,23.0,19.0,18.0,19.0,19.0,19.0,18.0,15.0,19.0,8.0
dermatology,dpse,29.0,29.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,20.0,2.0
dermatology,drcw_aseg,19.0,20.0,8.0,9.0,14.0,13.0,8.0,7.0,7.0,13.0,10.0
dermatology,e_evrs,27.0,27.0,23.0,24.0,25.0,24.0,24.0,22.0,18.0,24.0,23.0
dermatology,easy_bpnn,17.0,14.0,17.0,19.0,18.0,18.0,17.0,17.0,19.0,18.0,26.0
dermatology,evinci,20.0,19.0,21.0,22.0,23.0,23.0,21.0,21.0,17.0,23.0,22.0
dermatology,glos,5.0,9.0,10.5,11.0,8.0,7.0,10.0,9.0,14.0,7.5,7.0
dermatology,mc_ccr,7.0,5.0,8.0,10.0,15.0,15.0,9.0,8.0,6.0,15.0,5.0
dermatology,mc_evhs,8.0,6.0,8.0,8.0,7.0,8.0,7.0,10.0,10.0,7.5,11.0
dermatology,mc_nro,13.0,16.0,15.0,15.0,17.0,17.0,15.0,15.0,16.0,17.0,21.0
dermatology,mc_rbo,2.0,2.0,4.5,4.0,5.0,5.0,5.0,6.0,5.0,5.0,19.0
dermatology,mdo,11.0,10.0,6.0,6.0,4.0,4.0,6.0,5.0,8.0,4.0,6.0
dermatology,multirandbal,22.0,24.0,22.0,23.0,22.0,22.0,22.0,24.0,24.0,22.0,9.0
dermatology,nromm,10.0,11.0,10.5,7.0,9.0,9.0,11.0,11.0,9.0,9.0,14.0
dermatology,ocsv_us,21.0,21.0,27.0,27.0,27.0,26.0,27.0,27.0,27.0,27.0,20.0
dermatology,orem_m,15.0,12.0,14.0,12.0,12.0,12.0,14.0,13.0,11.0,12.0,13.0
dermatology,oremboost,28.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,18.0
dermatology,pt_bagging,24.0,22.0,25.0,26.0,26.0,27.0,25.0,25.0,25.0,26.0,1.0
dermatology,s_smote,26.0,26.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,16.0
dermatology,scut,9.0,7.0,18.0,17.0,16.0,16.0,18.0,19.0,20.0,16.0,28.0
dermatology,shsampler,16.0,15.0,16.0,16.0,13.0,14.0,16.0,16.0,22.0,14.0,3.0
dermatology,smom,6.0,8.0,13.0,13.0,10.0,10.0,13.0,14.0,13.0,10.0,17.0
dermatology,soup,12.0,13.0,4.5,5.0,6.0,6.0,4.0,4.0,4.0,6.0,12.0
dermatology-6,DEAHS,10.5,10.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,28.0
dermatology-6,DeepSMOTE,10.5,10.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,16.0
dermatology-6,SPE,10.5,10.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,26.0
dermatology-6,adaboost_ad,27.0,28.0,28.0,27.0,23.0,23.0,27.0,27.0,28.0,23.0,5.0
dermatology-6,amcs,28.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,27.0,28.0,4.0
dermatology-6,des_mi,22.5,22.0,24.0,23.0,25.0,26.0,23.0,24.0,25.0,25.5,7.0
dermatology-6,dpse,25.0,25.0,17.5,17.0,17.0,17.0,17.0,17.0,19.0,17.0,2.0
dermatology-6,drcw_aseg,10.5,10.5,17.5,17.0,17.0,17.0,17.0,17.0,19.0,17.0,3.0
dermatology-6,e_evrs,25.0,25.0,24.0,24.0,26.0,25.0,24.0,23.0,24.0,25.5,17.0
dermatology-6,easy_bpnn,10.5,10.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,15.0
dermatology-6,evinci,22.5,22.0,24.0,25.0,27.0,27.0,25.0,25.0,14.0,27.0,25.0
dermatology-6,glos,10.5,10.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,11.0
dermatology-6,mc_ccr,10.5,10.5,17.5,17.0,17.0,17.0,17.0,17.0,19.0,17.0,9.0
dermatology-6,mc_evhs,10.5,10.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,10.0
dermatology-6,mc_nro,10.5,10.5,17.5,17.0,17.0,17.0,17.0,17.0,19.0,17.0,22.0
dermatology-6,mc_rbo,10.5,10.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,21.0
dermatology-6,mdo,10.5,10.5,17.5,17.0,17.0,17.0,17.0,17.0,19.0,17.0,13.0
dermatology-6,multirandbal,10.5,10.5,17.5,17.0,17.0,17.0,17.0,17.0,19.0,17.0,8.0
dermatology-6,nromm,10.5,10.5,17.5,22.0,24.0,24.0,22.0,22.0,13.0,24.0,14.0
dermatology-6,ocsv_us,10.5,10.5,26.0,26.0,22.0,22.0,26.0,26.0,26.0,22.0,23.0
dermatology-6,orem_m,10.5,10.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,12.0
dermatology-6,oremboost,25.0,25.0,17.5,17.0,17.0,17.0,17.0,17.0,19.0,17.0,24.0
dermatology-6,pt_bagging,21.0,22.0,17.5,17.0,17.0,17.0,17.0,17.0,19.0,17.0,1.0
dermatology-6,s_smote,10.5,10.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,19.0
dermatology-6,scut,10.5,10.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,27.0
dermatology-6,shsampler,10.5,10.5,17.5,17.0,17.0,17.0,17.0,17.0,19.0,17.0,6.0
dermatology-6,smom,10.5,10.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,20.0
dermatology-6,soup,10.5,10.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,18.0
ecoli,DeepSMOTE,13.5,13.5,6.0,12.0,14.0,13.0,6.0,6.0,11.0,12.0,14.0
ecoli,SPE,13.5,13.5,26.0,25.0,24.0,24.0,26.0,26.0,25.0,24.0,23.0
ecoli,adaboost_ad,13.5,13.5,25.0,26.0,26.0,26.0,25.0,25.0,26.0,26.0,2.0
ecoli,amcs,13.5,13.5,23.0,22.0,19.0,22.0,23.0,23.0,23.0,22.0,21.0
ecoli,des_mi,13.5,13.5,17.5,15.0,13.0,16.0,17.0,17.0,15.0,14.0,8.0
ecoli,dpse,13.5,13.5,22.0,24.0,25.0,25.0,22.0,22.0,24.0,25.0,4.0
ecoli,drcw_aseg,13.5,13.5,11.5,9.0,10.0,12.0,11.0,13.0,5.0,9.0,12.0
ecoli,e_evrs,13.5,13.5,19.0,21.0,21.0,20.0,19.0,19.0,22.0,20.0,22.0
ecoli,easy_bpnn,13.5,13.5,24.0,23.0,23.0,23.0,24.0,24.0,20.0,23.0,25.0
ecoli,glos,13.5,13.5,8.5,5.0,9.0,11.0,10.0,10.0,3.0,8.0,6.0
ecoli,mc_ccr,13.5,13.5,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0
ecoli,mc_evhs,13.5,13.5,4.0,6.0,3.0,2.0,3.0,3.0,7.0,4.0,11.0
ecoli,mc_nro,13.5,13.5,13.5,11.0,15.0,10.0,15.0,14.0,13.0,7.0,18.0
ecoli,mc_rbo,13.5,13.5,3.0,2.0,8.0,8.0,4.0,4.0,2.0,5.0,26.0
ecoli,mdo,13.5,13.5,11.5,3.0,5.0,7.0,9.0,11.0,4.0,3.0,7.0
ecoli,multirandbal,13.5,13.5,5.0,7.0,2.0,4.0,5.0,5.0,10.0,6.0,9.0
ecoli,nromm,13.5,13.5,1.0,10.0,11.0,9.0,1.0,1.0,9.0,11.0,17.0
ecoli,ocsv_us,13.5,13.5,21.0,20.0,22.0,19.0,21.0,21.0,21.0,21.0,15.0
ecoli,orem_m,13.5,13.5,7.0,8.0,6.0,6.0,7.0,7.0,8.0,10.0,10.0
ecoli,oremboost,13.5,13.5,20.0,19.0,17.0,21.0,20.0,20.0,18.0,19.0,20.0
ecoli,pt_bagging,13.5,13.5,8.5,13.0,20.0,18.0,14.0,15.0,12.0,17.0,1.0
ecoli,s_smote,13.5,13.5,16.0,18.0,18.0,17.0,18.0,18.0,19.0,18.0,19.0
ecoli,scut,13.5,13.5,17.5,17.0,12.0,14.0,16.0,16.0,17.0,15.0,24.0
ecoli,shsampler,13.5,13.5,15.0,14.0,4.0,3.0,13.0,9.0,14.0,13.0,3.0
ecoli,smom,13.5,13.5,10.0,16.0,16.0,15.0,8.0,8.0,16.0,16.0,16.0
ecoli,soup,13.5,13.5,13.5,4.0,7.0,5.0,12.0,12.0,6.0,2.0,13.0
ecoli-0-1-3-7_vs_2-6,DBCF,7.0,1.0,7.0,13.0,19.5,18.5,11.5,14.5,11.0,19.5,27.0
ecoli-0-1-3-7_vs_2-6,DEAHS,2.0,2.0,26.0,26.0,14.0,15.0,26.0,25.0,26.0,15.0,29.0
ecoli-0-1-3-7_vs_2-6,DeepSMOTE,4.0,18.0,5.0,11.0,19.5,18.5,11.5,14.5,8.0,19.5,13.0
ecoli-0-1-3-7_vs_2-6,SPE,1.0,15.0,28.0,28.0,1.0,14.0,28.0,26.0,28.0,1.0,28.0
ecoli-0-1-3-7_vs_2-6,adaboost_ad,29.0,29.0,27.0,27.0,23.0,28.0,27.0,28.0,27.0,26.0,4.0
ecoli-0-1-3-7_vs_2-6,amcs,8.0,4.0,19.0,22.0,28.0,27.0,22.0,22.0,21.0,28.0,21.0
ecoli-0-1-3-7_vs_2-6,des_mi,23.0,26.0,20.0,16.0,10.0,11.0,16.0,12.0,19.0,11.5,7.0
ecoli-0-1-3-7_vs_2-6,dpse,26.0,21.0,21.0,24.0,29.0,29.0,24.0,27.0,24.0,29.0,2.0
ecoli-0-1-3-7_vs_2-6,drcw_aseg,9.5,24.0,17.0,15.0,8.0,9.0,15.0,10.0,18.0,9.0,3.0
ecoli-0-1-3-7_vs_2-6,e_evrs,28.0,28.0,24.0,23.0,26.0,24.0,23.0,23.0,23.0,25.0,18.0
ecoli-0-1-3-7_vs_2-6,easy_bpnn,6.0,3.0,25.0,25.0,17.0,16.0,25.0,24.0,25.0,16.0,19.0
ecoli-0-1-3-7_vs_2-6,evinci,22.0,6.5,9.5,5.5,5.5,4.5,5.5,5.5,5.5,5.5,24.0
ecoli-0-1-3-7_vs_2-6,glos,18.0,14.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,9.0
ecoli-0-1-3-7_vs_2-6,mc_ccr,13.0,20.0,5.0,11.0,19.5,18.5,11.5,14.5,8.0,19.5,5.0
ecoli-0-1-3-7_vs_2-6,mc_evhs,15.0,6.5,15.0,4.0,11.0,7.0,4.0,4.0,4.0,9.0,11.0
ecoli-0-1-3-7_vs_2-6,mc_nro,12.0,10.5,9.5,5.5,5.5,4.5,5.5,5.5,5.5,5.5,17.0
ecoli-0-1-3-7_vs_2-6,mc_rbo,11.0,19.0,12.0,14.0,22.0,23.0,14.0,17.0,10.0,22.5,26.0
ecoli-0-1-3-7_vs_2-6,mdo,17.0,12.0,1.5,1.5,2.5,1.5,1.5,1.5,1.5,2.5,12.0
