Dataset,Model,AUC_mean,AUPRC_mean,Accuracy_mean,F1_mean,GMean_mean,IBA_mean,Kappa_mean,MCC_mean,Precision_mean,Recall_mean,Runtime_mean
kddcup-land_vs_satan,mc_nro,13.0,13.0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,21.0
kddcup-land_vs_satan,mc_rbo,13.0,13.0,21.0,21.0,22.0,22.0,21.0,21.0,21.0,22.0,27.0
kddcup-land_vs_satan,mdo,13.0,13.0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,12.0
kddcup-land_vs_satan,multirandbal,13.0,13.0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,9.0
kddcup-land_vs_satan,nromm,13.0,13.0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,17.0
kddcup-land_vs_satan,ocsv_us,26.0,26.0,21.0,21.0,22.0,22.0,21.0,21.0,21.0,22.0,19.0
kddcup-land_vs_satan,orem_m,13.0,13.0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,11.0
kddcup-land_vs_satan,oremboost,13.0,13.0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,29.0
kddcup-land_vs_satan,pt_bagging,13.0,13.0,21.0,21.0,22.0,22.0,21.0,21.0,21.0,22.0,1.0
kddcup-land_vs_satan,s_smote,13.0,13.0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,15.0
kddcup-land_vs_satan,scut,13.0,13.0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,26.0
kddcup-land_vs_satan,shsampler,13.0,13.0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.0
kddcup-land_vs_satan,smom,13.0,13.0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,20.0
kddcup-land_vs_satan,soup,13.0,13.0,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,23.0
kddcup-rootkit-imap_vs_back,DBCF,12.0,12.0,16.5,16.5,18.0,18.0,16.5,16.5,16.0,18.0,22.0
kddcup-rootkit-imap_vs_back,DEAHS,12.0,12.0,26.5,25.0,12.0,12.0,25.0,25.0,27.0,12.0,28.0
kddcup-rootkit-imap_vs_back,DeepSMOTE,12.0,12.0,16.5,16.5,18.0,18.0,16.5,16.5,16.0,18.0,17.0
kddcup-rootkit-imap_vs_back,SPE,12.0,12.0,16.5,16.5,18.0,18.0,16.5,16.5,16.0,18.0,23.0
kddcup-rootkit-imap_vs_back,adaboost_ad,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,11.0
kddcup-rootkit-imap_vs_back,amcs,24.0,24.0,16.5,16.5,11.0,11.0,16.5,16.5,24.0,11.0,4.0
kddcup-rootkit-imap_vs_back,des_mi,12.0,12.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.0
kddcup-rootkit-imap_vs_back,dpse,12.0,12.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,3.0
kddcup-rootkit-imap_vs_back,drcw_aseg,12.0,12.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,2.0
kddcup-rootkit-imap_vs_back,e_evrs,27.0,28.0,28.0,28.0,26.0,26.0,28.0,28.0,28.0,26.0,16.0
kddcup-rootkit-imap_vs_back,easy_bpnn,28.0,26.0,23.0,23.0,27.0,27.0,23.0,23.0,22.0,27.0,14.0
kddcup-rootkit-imap_vs_back,evinci,12.0,12.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,20.0
kddcup-rootkit-imap_vs_back,glos,12.0,12.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,10.0
kddcup-rootkit-imap_vs_back,mc_ccr,12.0,12.0,16.5,16.5,18.0,18.0,16.5,16.5,16.0,18.0,7.0
kddcup-rootkit-imap_vs_back,mc_evhs,26.0,27.0,26.5,26.0,25.0,25.0,26.0,27.0,26.0,25.0,12.0
kddcup-rootkit-imap_vs_back,mc_nro,12.0,12.0,16.5,16.5,18.0,18.0,16.5,16.5,16.0,18.0,24.0
kddcup-rootkit-imap_vs_back,mc_rbo,12.0,12.0,16.5,16.5,18.0,18.0,16.5,16.5,16.0,18.0,26.0
kddcup-rootkit-imap_vs_back,mdo,12.0,12.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,13.0
kddcup-rootkit-imap_vs_back,multirandbal,12.0,12.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,9.0
kddcup-rootkit-imap_vs_back,nromm,12.0,12.0,16.5,16.5,18.0,18.0,16.5,16.5,16.0,18.0,19.0
kddcup-rootkit-imap_vs_back,ocsv_us,25.0,25.0,24.0,24.0,24.0,24.0,24.0,24.0,25.0,24.0,18.0
kddcup-rootkit-imap_vs_back,orem_m,12.0,12.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,8.0
kddcup-rootkit-imap_vs_back,oremboost,12.0,12.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,29.0
kddcup-rootkit-imap_vs_back,pt_bagging,12.0,12.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,1.0
kddcup-rootkit-imap_vs_back,s_smote,12.0,12.0,25.0,27.0,28.0,28.0,27.0,26.0,23.0,28.0,15.0
kddcup-rootkit-imap_vs_back,scut,12.0,12.0,16.5,16.5,18.0,18.0,16.5,16.5,16.0,18.0,27.0
kddcup-rootkit-imap_vs_back,shsampler,12.0,12.0,16.5,16.5,18.0,18.0,16.5,16.5,16.0,18.0,5.0
kddcup-rootkit-imap_vs_back,smom,12.0,12.0,16.5,16.5,18.0,18.0,16.5,16.5,16.0,18.0,21.0
kddcup-rootkit-imap_vs_back,soup,12.0,12.0,16.5,16.5,18.0,18.0,16.5,16.5,16.0,18.0,25.0
kr-vs-k-one_vs_fifteen,DBCF,12.5,12.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,23.0
kr-vs-k-one_vs_fifteen,DEAHS,12.5,12.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,27.0
kr-vs-k-one_vs_fifteen,DeepSMOTE,12.5,12.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,19.0
kr-vs-k-one_vs_fifteen,SPE,12.5,12.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,24.0
kr-vs-k-one_vs_fifteen,adaboost_ad,28.0,28.0,28.0,28.0,27.0,27.0,28.0,28.0,28.0,27.0,9.0
kr-vs-k-one_vs_fifteen,amcs,27.0,27.0,25.0,26.0,29.0,29.0,26.0,26.0,25.0,29.0,26.0
kr-vs-k-one_vs_fifteen,des_mi,12.5,12.5,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,3.0
kr-vs-k-one_vs_fifteen,dpse,12.5,12.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,5.0
kr-vs-k-one_vs_fifteen,drcw_aseg,12.5,12.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,2.0
kr-vs-k-one_vs_fifteen,e_evrs,29.0,29.0,29.0,29.0,28.0,28.0,29.0,29.0,29.0,28.0,16.0
kr-vs-k-one_vs_fifteen,easy_bpnn,25.0,25.0,27.0,27.0,26.0,26.0,27.0,27.0,27.0,26.0,13.0
kr-vs-k-one_vs_fifteen,evinci,12.5,12.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,20.0
kr-vs-k-one_vs_fifteen,glos,12.5,12.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,6.0
kr-vs-k-one_vs_fifteen,mc_ccr,12.5,12.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,8.0
kr-vs-k-one_vs_fifteen,mc_evhs,12.5,12.5,23.0,23.0,22.0,22.0,23.0,23.0,23.0,22.0,10.0
kr-vs-k-one_vs_fifteen,mc_nro,12.5,12.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,22.0
kr-vs-k-one_vs_fifteen,mc_rbo,12.5,12.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,29.0
kr-vs-k-one_vs_fifteen,mdo,12.5,12.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,12.0
kr-vs-k-one_vs_fifteen,multirandbal,12.5,12.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,4.0
kr-vs-k-one_vs_fifteen,nromm,12.5,12.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,14.0
kr-vs-k-one_vs_fifteen,ocsv_us,26.0,26.0,26.0,25.0,25.0,25.0,25.0,25.0,26.0,25.0,17.0
kr-vs-k-one_vs_fifteen,orem_m,12.5,12.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,11.0
kr-vs-k-one_vs_fifteen,oremboost,12.5,12.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,28.0
kr-vs-k-one_vs_fifteen,pt_bagging,12.5,12.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,1.0
kr-vs-k-one_vs_fifteen,s_smote,12.5,12.5,21.5,21.5,22.0,22.0,21.5,21.5,21.5,22.0,18.0
kr-vs-k-one_vs_fifteen,scut,12.5,12.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,15.0
kr-vs-k-one_vs_fifteen,shsampler,12.5,12.5,21.5,21.5,22.0,22.0,21.5,21.5,21.5,22.0,7.0
kr-vs-k-one_vs_fifteen,smom,12.5,12.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,21.0
kr-vs-k-one_vs_fifteen,soup,12.5,12.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,25.0
kr-vs-k-three_vs_eleven,DBCF,10.0,10.0,18.0,19.0,23.0,22.0,19.0,19.0,14.0,23.0,22.0
kr-vs-k-three_vs_eleven,DEAHS,10.0,10.0,23.0,22.0,8.0,8.0,22.0,22.0,23.0,8.0,27.0
kr-vs-k-three_vs_eleven,DeepSMOTE,10.0,10.0,9.5,10.0,13.0,13.0,10.0,10.0,9.0,13.0,18.0
kr-vs-k-three_vs_eleven,SPE,10.0,10.0,9.5,10.0,13.0,13.0,10.0,10.0,9.0,13.0,21.0
kr-vs-k-three_vs_eleven,adaboost_ad,27.0,28.0,29.0,29.0,25.0,25.0,29.0,28.0,29.0,25.0,12.0
kr-vs-k-three_vs_eleven,amcs,29.0,27.0,24.0,28.0,29.0,29.0,28.0,29.0,24.0,29.0,24.0
kr-vs-k-three_vs_eleven,des_mi,10.0,10.0,9.5,5.0,5.0,5.0,5.0,5.0,15.0,5.0,3.0
kr-vs-k-three_vs_eleven,dpse,20.5,20.5,9.5,10.0,13.0,13.0,10.0,10.0,9.0,13.0,8.0
kr-vs-k-three_vs_eleven,drcw_aseg,10.0,10.0,9.5,10.0,13.0,13.0,10.0,10.0,9.0,13.0,2.0
kr-vs-k-three_vs_eleven,e_evrs,28.0,29.0,27.0,26.0,26.0,26.0,26.0,26.0,27.0,26.0,16.0
kr-vs-k-three_vs_eleven,easy_bpnn,24.0,24.0,28.0,27.0,22.0,24.0,27.0,27.0,28.0,22.0,13.0
kr-vs-k-three_vs_eleven,evinci,22.5,23.0,20.5,21.0,24.0,23.0,21.0,21.0,19.0,24.0,23.0
kr-vs-k-three_vs_eleven,glos,10.0,10.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5.0
kr-vs-k-three_vs_eleven,mc_ccr,10.0,10.0,9.5,10.0,13.0,13.0,10.0,10.0,9.0,13.0,7.0
kr-vs-k-three_vs_eleven,mc_evhs,22.5,22.0,25.0,24.0,21.0,21.0,24.0,24.0,26.0,21.0,11.0
kr-vs-k-three_vs_eleven,mc_nro,10.0,10.0,18.0,18.0,20.0,20.0,18.0,18.0,18.0,20.0,26.0
kr-vs-k-three_vs_eleven,mc_rbo,10.0,10.0,9.5,10.0,13.0,13.0,10.0,10.0,9.0,13.0,29.0
kr-vs-k-three_vs_eleven,mdo,10.0,10.0,9.5,10.0,13.0,13.0,10.0,10.0,9.0,13.0,9.0
kr-vs-k-three_vs_eleven,multirandbal,10.0,10.0,15.5,15.5,18.5,18.5,15.5,15.5,16.5,18.5,4.0
kr-vs-k-three_vs_eleven,nromm,10.0,10.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,14.0
kr-vs-k-three_vs_eleven,ocsv_us,26.0,26.0,26.0,25.0,27.0,27.0,25.0,25.0,25.0,27.0,17.0
kr-vs-k-three_vs_eleven,orem_m,10.0,10.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,10.0
kr-vs-k-three_vs_eleven,oremboost,10.0,10.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,28.0
kr-vs-k-three_vs_eleven,pt_bagging,10.0,10.0,9.5,10.0,13.0,13.0,10.0,10.0,9.0,13.0,1.0
kr-vs-k-three_vs_eleven,s_smote,25.0,25.0,22.0,23.0,28.0,28.0,23.0,23.0,22.0,28.0,20.0
kr-vs-k-three_vs_eleven,scut,10.0,10.0,18.0,17.0,6.0,6.0,17.0,17.0,20.0,6.0,15.0
kr-vs-k-three_vs_eleven,shsampler,20.5,20.5,20.5,20.0,7.0,7.0,20.0,20.0,21.0,7.0,6.0
kr-vs-k-three_vs_eleven,smom,10.0,10.0,9.5,10.0,13.0,13.0,10.0,10.0,9.0,13.0,19.0
kr-vs-k-three_vs_eleven,soup,10.0,10.0,15.5,15.5,18.5,18.5,15.5,15.5,16.5,18.5,25.0
kr-vs-k-zero-one_vs_draw,DBCF,12.0,14.0,13.0,13.0,16.0,14.0,13.0,13.0,14.0,16.0,23.0
kr-vs-k-zero-one_vs_draw,DEAHS,17.0,17.0,23.0,23.0,3.0,3.0,23.0,23.0,23.0,3.0,28.0
kr-vs-k-zero-one_vs_draw,DeepSMOTE,9.0,9.0,8.5,9.0,24.0,22.0,9.0,9.0,4.0,23.0,18.0
kr-vs-k-zero-one_vs_draw,SPE,1.0,1.0,5.0,5.0,10.0,13.0,5.0,5.0,7.0,12.0,21.0
kr-vs-k-zero-one_vs_draw,adaboost_ad,25.0,27.0,27.0,26.0,7.0,7.0,26.0,25.0,26.0,7.0,11.0
kr-vs-k-zero-one_vs_draw,amcs,29.0,29.0,25.0,29.0,29.0,29.0,29.0,29.0,28.0,29.0,26.0
kr-vs-k-zero-one_vs_draw,des_mi,16.0,20.0,20.0,20.0,6.0,6.0,20.0,20.0,20.0,6.0,3.0
kr-vs-k-zero-one_vs_draw,dpse,28.0,23.0,16.0,16.0,26.0,26.0,16.0,16.0,10.0,26.0,4.0
kr-vs-k-zero-one_vs_draw,drcw_aseg,22.0,15.0,2.0,2.0,12.0,11.0,2.0,2.0,2.0,11.0,2.0
kr-vs-k-zero-one_vs_draw,e_evrs,27.0,28.0,26.0,25.0,27.0,27.0,25.0,26.0,24.0,27.0,17.0
kr-vs-k-zero-one_vs_draw,easy_bpnn,23.0,24.0,28.0,27.0,23.0,25.0,27.0,27.0,27.0,25.0,13.0
kr-vs-k-zero-one_vs_draw,evinci,11.0,13.0,18.5,19.0,21.0,20.0,19.0,18.0,16.0,20.0,22.0
kr-vs-k-zero-one_vs_draw,glos,7.0,10.0,11.0,10.0,15.0,15.0,10.0,10.0,12.0,14.5,7.0
kr-vs-k-zero-one_vs_draw,mc_ccr,3.0,3.0,8.5,8.0,13.0,12.0,8.0,8.0,9.0,13.0,8.0
kr-vs-k-zero-one_vs_draw,mc_evhs,20.0,25.0,24.0,24.0,5.0,5.0,24.0,24.0,25.0,5.0,10.0
kr-vs-k-zero-one_vs_draw,mc_nro,14.0,12.0,18.5,18.0,20.0,21.0,18.0,19.0,18.0,21.0,25.0
kr-vs-k-zero-one_vs_draw,mc_rbo,2.0,2.0,5.0,4.0,9.0,8.0,4.0,3.0,8.0,8.5,29.0
kr-vs-k-zero-one_vs_draw,mdo,6.0,4.0,3.0,6.0,18.0,19.0,6.0,7.0,5.0,18.0,9.0
kr-vs-k-zero-one_vs_draw,multirandbal,15.0,18.0,14.0,15.0,17.0,17.0,15.0,15.0,15.0,17.0,6.0
kr-vs-k-zero-one_vs_draw,nromm,8.0,6.0,11.0,12.0,25.0,24.0,12.0,12.0,6.0,24.0,15.0
kr-vs-k-zero-one_vs_draw,ocsv_us,26.0,26.0,29.0,28.0,28.0,28.0,28.0,28.0,29.0,28.0,16.0
kr-vs-k-zero-one_vs_draw,orem_m,5.0,5.0,5.0,3.0,8.0,9.0,3.0,4.0,11.0,8.5,12.0
kr-vs-k-zero-one_vs_draw,oremboost,13.0,8.0,7.0,7.0,19.0,18.0,7.0,6.0,3.0,19.0,27.0
kr-vs-k-zero-one_vs_draw,pt_bagging,21.0,16.0,1.0,1.0,11.0,10.0,1.0,1.0,1.0,10.0,1.0
kr-vs-k-zero-one_vs_draw,s_smote,24.0,22.0,22.0,22.0,22.0,23.0,22.0,22.0,22.0,22.0,19.0
kr-vs-k-zero-one_vs_draw,scut,18.0,19.0,15.0,14.0,2.0,2.0,14.0,14.0,17.0,2.0,14.0
kr-vs-k-zero-one_vs_draw,shsampler,19.0,21.0,21.0,21.0,4.0,4.0,21.0,21.0,21.0,4.0,5.0
kr-vs-k-zero-one_vs_draw,smom,10.0,11.0,11.0,11.0,14.0,16.0,11.0,11.0,13.0,14.5,20.0
kr-vs-k-zero-one_vs_draw,soup,4.0,7.0,17.0,17.0,1.0,1.0,17.0,17.0,19.0,1.0,24.0
kr-vs-k-zero_vs_eight,DBCF,21.5,21.0,15.5,16.0,23.0,24.0,16.0,16.0,12.0,23.0,24.0
kr-vs-k-zero_vs_eight,DEAHS,10.5,10.5,26.0,25.0,19.0,20.0,25.0,25.0,25.0,19.0,29.0
kr-vs-k-zero_vs_eight,DeepSMOTE,10.5,10.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,17.0
kr-vs-k-zero_vs_eight,SPE,10.5,10.5,20.0,19.0,16.0,16.0,19.0,19.0,20.0,16.0,25.0
kr-vs-k-zero_vs_eight,adaboost_ad,27.0,29.0,27.0,27.0,25.0,25.0,27.0,26.0,27.0,25.0,9.0
kr-vs-k-zero_vs_eight,amcs,29.0,28.0,25.0,26.0,29.0,29.0,26.0,27.0,26.0,29.0,22.0
kr-vs-k-zero_vs_eight,des_mi,10.5,10.5,15.5,15.0,14.0,14.0,15.0,15.0,16.0,14.0,7.0
kr-vs-k-zero_vs_eight,dpse,10.5,10.5,17.0,17.0,15.0,15.0,17.0,17.0,17.0,15.0,3.0
kr-vs-k-zero_vs_eight,drcw_aseg,10.5,10.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,2.0
kr-vs-k-zero_vs_eight,e_evrs,24.0,26.0,24.0,24.0,22.0,22.0,24.0,24.0,24.0,22.0,15.0
kr-vs-k-zero_vs_eight,easy_bpnn,26.0,27.0,28.0,28.0,27.0,27.0,28.0,28.0,28.0,27.0,13.0
kr-vs-k-zero_vs_eight,evinci,21.5,22.0,18.5,20.0,24.0,23.0,20.0,20.0,19.0,24.0,21.0
kr-vs-k-zero_vs_eight,glos,10.5,10.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.0
kr-vs-k-zero_vs_eight,mc_ccr,10.5,10.5,12.5,13.0,11.0,11.0,13.0,13.0,15.0,11.0,8.0
kr-vs-k-zero_vs_eight,mc_evhs,10.5,10.5,21.0,21.0,17.0,17.0,21.0,21.0,21.0,17.0,12.0
kr-vs-k-zero_vs_eight,mc_nro,10.5,10.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,23.0
kr-vs-k-zero_vs_eight,mc_rbo,10.5,10.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,28.0
kr-vs-k-zero_vs_eight,mdo,10.5,10.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,11.0
kr-vs-k-zero_vs_eight,multirandbal,10.5,10.5,12.5,11.5,12.5,12.5,11.5,11.5,13.5,12.5,4.0
kr-vs-k-zero_vs_eight,nromm,10.5,10.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,14.0
kr-vs-k-zero_vs_eight,ocsv_us,28.0,25.0,29.0,29.0,28.0,28.0,29.0,29.0,29.0,28.0,18.0
kr-vs-k-zero_vs_eight,orem_m,10.5,10.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,10.0
kr-vs-k-zero_vs_eight,oremboost,10.5,10.5,12.5,11.5,12.5,12.5,11.5,11.5,13.5,12.5,26.0
kr-vs-k-zero_vs_eight,pt_bagging,10.5,10.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,1.0
kr-vs-k-zero_vs_eight,s_smote,25.0,24.0,23.0,23.0,26.0,26.0,23.0,23.0,23.0,26.0,19.0
kr-vs-k-zero_vs_eight,scut,10.5,10.5,18.5,18.0,21.0,21.0,18.0,18.0,18.0,21.0,27.0
kr-vs-k-zero_vs_eight,shsampler,23.0,23.0,22.0,22.0,18.0,18.0,22.0,22.0,22.0,18.0,6.0
kr-vs-k-zero_vs_eight,smom,10.5,10.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,16.0
kr-vs-k-zero_vs_eight,soup,10.5,10.5,12.5,14.0,20.0,19.0,14.0,14.0,11.0,20.0,20.0
kr-vs-k-zero_vs_fifteen,DBCF,13.5,13.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,21.0
kr-vs-k-zero_vs_fifteen,DEAHS,13.5,13.5,23.0,23.0,23.0,23.0,23.0,23.0,24.0,23.0,28.0
kr-vs-k-zero_vs_fifteen,DeepSMOTE,13.5,13.5,21.5,21.5,21.5,21.5,21.5,21.5,22.5,21.5,19.0
kr-vs-k-zero_vs_fifteen,SPE,13.5,13.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,24.0
kr-vs-k-zero_vs_fifteen,adaboost_ad,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,10.0
kr-vs-k-zero_vs_fifteen,amcs,27.0,27.0,24.0,24.0,28.0,28.0,24.0,24.0,21.0,28.0,20.0
kr-vs-k-zero_vs_fifteen,des_mi,13.5,13.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,6.0
kr-vs-k-zero_vs_fifteen,dpse,13.5,13.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,4.0
kr-vs-k-zero_vs_fifteen,drcw_aseg,13.5,13.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,2.0
kr-vs-k-zero_vs_fifteen,e_evrs,28.0,28.0,28.0,28.0,27.0,27.0,28.0,28.0,27.0,27.0,16.0
kr-vs-k-zero_vs_fifteen,easy_bpnn,13.5,13.5,27.0,27.0,26.0,26.0,27.0,27.0,28.0,26.0,13.0
kr-vs-k-zero_vs_fifteen,evinci,13.5,13.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,22.0
kr-vs-k-zero_vs_fifteen,glos,13.5,13.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,8.0
kr-vs-k-zero_vs_fifteen,mc_ccr,13.5,13.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,7.0
kr-vs-k-zero_vs_fifteen,mc_evhs,13.5,13.5,25.0,25.0,24.0,24.0,25.0,25.0,25.0,24.0,12.0
kr-vs-k-zero_vs_fifteen,mc_nro,13.5,13.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,23.0
kr-vs-k-zero_vs_fifteen,mc_rbo,13.5,13.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,27.0
kr-vs-k-zero_vs_fifteen,mdo,13.5,13.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,11.0
kr-vs-k-zero_vs_fifteen,multirandbal,13.5,13.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,3.0
kr-vs-k-zero_vs_fifteen,nromm,13.5,13.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,14.0
kr-vs-k-zero_vs_fifteen,ocsv_us,13.5,13.5,26.0,26.0,25.0,25.0,26.0,26.0,26.0,25.0,15.0
kr-vs-k-zero_vs_fifteen,orem_m,13.5,13.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,9.0
kr-vs-k-zero_vs_fifteen,oremboost,13.5,13.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,29.0
kr-vs-k-zero_vs_fifteen,pt_bagging,13.5,13.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,1.0
kr-vs-k-zero_vs_fifteen,s_smote,13.5,13.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,17.0
kr-vs-k-zero_vs_fifteen,scut,13.5,13.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,26.0
kr-vs-k-zero_vs_fifteen,shsampler,13.5,13.5,21.5,21.5,21.5,21.5,21.5,21.5,22.5,21.5,5.0
kr-vs-k-zero_vs_fifteen,smom,13.5,13.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,18.0
kr-vs-k-zero_vs_fifteen,soup,13.5,13.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,25.0
led7digit-0-2-4-5-6-7-8-9_vs_1,DBCF,6.0,22.0,18.0,16.0,22.0,22.0,16.0,15.0,13.0,22.0,25.0
led7digit-0-2-4-5-6-7-8-9_vs_1,DEAHS,2.0,14.0,20.0,20.0,17.0,19.0,20.0,20.0,20.0,18.0,29.0
led7digit-0-2-4-5-6-7-8-9_vs_1,DeepSMOTE,9.0,3.0,8.0,8.0,14.0,10.0,8.0,8.0,8.0,11.0,19.0
led7digit-0-2-4-5-6-7-8-9_vs_1,SPE,4.0,12.0,10.0,11.0,4.0,7.0,11.0,11.0,11.0,4.0,27.0
led7digit-0-2-4-5-6-7-8-9_vs_1,adaboost_ad,27.0,26.0,28.0,26.0,26.0,27.0,26.0,26.0,27.0,26.0,6.0
led7digit-0-2-4-5-6-7-8-9_vs_1,amcs,28.0,28.0,21.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,22.0
led7digit-0-2-4-5-6-7-8-9_vs_1,des_mi,20.0,13.0,12.0,12.0,5.0,9.0,12.0,12.0,12.0,5.0,7.0
led7digit-0-2-4-5-6-7-8-9_vs_1,dpse,10.0,15.0,16.0,18.0,21.0,20.0,18.0,19.0,18.0,21.0,1.0
led7digit-0-2-4-5-6-7-8-9_vs_1,drcw_aseg,13.0,5.0,9.0,9.0,16.0,12.0,9.0,10.0,10.0,13.0,3.0
led7digit-0-2-4-5-6-7-8-9_vs_1,e_evrs,26.0,27.0,22.0,21.0,25.0,24.0,21.0,23.0,21.0,25.0,16.0
led7digit-0-2-4-5-6-7-8-9_vs_1,easy_bpnn,3.0,17.0,26.0,25.0,11.0,21.0,25.0,25.0,25.0,16.0,15.0
led7digit-0-2-4-5-6-7-8-9_vs_1,evinci,5.0,2.0,4.5,4.0,9.0,4.0,4.0,3.0,1.0,7.0,24.0
led7digit-0-2-4-5-6-7-8-9_vs_1,glos,22.0,18.0,11.0,10.0,18.0,13.0,10.0,9.0,9.0,17.0,9.0
led7digit-0-2-4-5-6-7-8-9_vs_1,mc_ccr,25.0,23.0,24.0,24.0,23.0,23.0,24.0,22.0,23.0,23.0,10.0
led7digit-0-2-4-5-6-7-8-9_vs_1,mc_evhs,19.0,24.0,25.0,23.0,12.0,18.0,22.0,21.0,24.0,15.0,8.0
led7digit-0-2-4-5-6-7-8-9_vs_1,mc_nro,17.0,19.0,23.0,22.0,24.0,25.0,23.0,24.0,22.0,24.0,18.0
led7digit-0-2-4-5-6-7-8-9_vs_1,mc_rbo,11.0,6.0,4.5,3.0,3.0,3.0,3.0,4.0,6.0,3.0,28.0
